#band1 band2 band3 band4  V(b1,b2,b3,b4)=<b1,b2|b3,b4>
[3][3][3][3]    (945.377,8.46819e-16)  
[1][1][1][1]    (945.375,7.35288e-17)  
[2][2][2][2]    (945.325,-1.8799e-15)  
[0][0][0][0]    (945.321,-5.10256e-16)  
[3][2][3][2]    (743.183,-9.00377e-16)  
[2][3][2][3]    (743.183,1.41173e-15)  
[1][0][1][0]    (743.179,5.12521e-15)  
[0][1][0][1]    (743.179,-4.75012e-15)  
[3][1][3][1]    (325.485,-3.22606e-14)  
[1][3][1][3]    (325.485,3.17887e-14)  
[3][0][3][0]    (315.862,-5.78424e-14)  
[0][3][0][3]    (315.862,5.08997e-14)  
[2][1][2][1]    (315.862,-6.27015e-14)  
[1][2][1][2]    (315.862,6.14028e-14)  
[2][0][2][0]    (300.482,-5.942e-14)  
[0][2][0][2]    (300.482,6.29885e-14)  
[1][1][0][0]    (101.066,1.99323e-16)  
[0][0][1][1]    (101.066,1.6887e-16)  
[0][1][1][0]    (101.066,0.00117418)  
[1][0][0][1]    (101.066,-0.00117418)  
[3][3][2][2]    (101.064,-4.68065e-17)  
[2][2][3][3]    (101.064,1.98923e-16)  
[2][3][3][2]    (101.064,-0.00117512)  
[3][2][2][3]    (101.064,0.00117512)  
[3][0][3][1]    (13.4871,-0.000955785)  
[0][3][1][3]    (13.4871,0.000955785)  
[3][1][3][0]    (13.4871,0.000955785)  
[1][3][0][3]    (13.4871,-0.000955785)  
[1][2][1][3]    (13.4868,-0.000233732)  
[2][1][3][1]    (13.4868,0.000233732)  
[3][1][2][1]    (13.4868,-0.000233732)  
[1][3][1][2]    (13.4868,0.000233732)  
[2][1][2][0]    (8.1639,0.00138904)  
[1][2][0][2]    (8.1639,-0.00138904)  
[2][0][2][1]    (8.1639,-0.00138904)  
[0][2][1][2]    (8.1639,0.00138904)  
[3][0][2][0]    (8.16354,0.000242276)  
[0][3][0][2]    (8.16354,-0.000242276)  
[2][0][3][0]    (8.16354,-0.000242276)  
[0][2][0][3]    (8.16354,0.000242276)  
[1][1][3][3]    (5.72178,-3.85889e-18)  
[3][3][1][1]    (5.72178,-8.06343e-18)  
[1][3][3][1]    (5.72177,0.000304774)  
[3][1][1][3]    (5.72177,-0.000304774)  
[1][1][2][2]    (3.50822,3.16674e-18)  
[2][2][1][1]    (3.50822,-1.67171e-19)  
[1][2][2][1]    (3.50821,0.000462189)  
[2][1][1][2]    (3.50821,-0.000462189)  
[3][3][0][0]    (3.5068,2.70005e-19)  
[0][0][3][3]    (3.5068,-3.05013e-18)  
[0][3][3][0]    (3.50679,0.000479251)  
[3][0][0][3]    (3.50679,-0.000479251)  
[0][1][3][1]    (-3.22528,-0.000895435)  
[1][0][1][3]    (-3.22528,0.000895435)  
[1][3][1][0]    (-3.22528,-0.000895435)  
[3][1][0][1]    (-3.22528,0.000895435)  
[3][1][3][2]    (-3.20915,0.00115105)  
[1][3][2][3]    (-3.20915,-0.00115105)  
[3][2][3][1]    (-3.20915,-0.00115105)  
[2][3][1][3]    (-3.20915,0.00115105)  
[1][0][3][3]    (3.11181,-4.8286e-05)  
[0][1][3][3]    (3.11181,4.8286e-05)  
[3][3][1][0]    (3.11181,4.8286e-05)  
[3][3][0][1]    (3.11181,-4.8286e-05)  
[3][1][0][3]    (3.11181,0.000537835)  
[0][3][3][1]    (3.11181,-0.000537835)  
[1][3][3][0]    (3.11181,-0.000537835)  
[3][0][1][3]    (3.11181,0.000537835)  
[1][1][3][2]    (3.11116,-3.53025e-05)  
[1][1][2][3]    (3.11116,3.53025e-05)  
[3][2][1][1]    (3.11116,3.53025e-05)  
[2][3][1][1]    (3.11116,-3.53025e-05)  
[1][2][3][1]    (3.11115,-0.000548993)  
[2][1][1][3]    (3.11115,0.000548993)  
[1][3][2][1]    (3.11115,-0.000548993)  
[3][1][1][2]    (3.11115,0.000548993)  
[1][3][0][1]    (-2.17374,-0.000488572)  
[3][1][1][0]    (-2.17374,0.000488572)  
[0][1][1][3]    (-2.17374,0.000488572)  
[1][0][3][1]    (-2.17374,-0.000488572)  
[3][0][1][1]    (-2.17374,0.000843393)  
[0][3][1][1]    (-2.17374,-0.000843393)  
[1][1][3][0]    (-2.17374,-0.000843393)  
[1][1][0][3]    (-2.17374,0.000843393)  
[3][1][2][3]    (-2.16281,0.000513708)  
[1][3][3][2]    (-2.16281,-0.000513708)  
[2][3][3][1]    (-2.16281,-0.000513708)  
[3][2][1][3]    (-2.16281,0.000513708)  
[2][1][3][3]    (-2.16281,0.000870336)  
[3][3][2][1]    (-2.16281,-0.000870336)  
[3][3][1][2]    (-2.16281,0.000870336)  
[1][2][3][3]    (-2.16281,-0.000870336)  
[2][2][1][2]    (2.08747,-0.000436373)  
[2][2][2][1]    (2.08747,0.000436373)  
[1][2][2][2]    (2.08747,0.000436373)  
[2][1][2][2]    (2.08747,-0.000436373)  
[3][0][0][0]    (2.03581,-0.000738936)  
[0][3][0][0]    (2.03581,0.000738936)  
[0][0][3][0]    (2.03581,0.000738936)  
[0][0][0][3]    (2.03581,-0.000738936)  
[0][2][1][3]    (1.63201,0.000474147)  
[2][0][3][1]    (1.63201,-0.000474147)  
[3][1][2][0]    (1.63201,0.000474147)  
[1][3][0][2]    (1.63201,-0.000474147)  
[3][0][2][1]    (1.63201,-4.00497e-05)  
[0][3][1][2]    (1.63201,4.00497e-05)  
[1][2][0][3]    (1.63201,-4.00497e-05)  
[2][1][3][0]    (1.63201,4.00497e-05)  
[2][2][2][0]    (1.59043,0.00264464)  
[2][0][2][2]    (1.59043,-0.00264464)  
[0][2][2][2]    (1.59043,0.00264464)  
[2][2][0][2]    (1.59043,-0.00264464)  
[0][1][0][3]    (-1.58895,0.00475086)  
[1][0][3][0]    (-1.58895,-0.00475086)  
[0][3][0][1]    (-1.58895,-0.00475086)  
[3][0][1][0]    (-1.58895,0.00475086)  
[0][0][0][2]    (1.55701,-0.00269946)  
[0][0][2][0]    (1.55701,0.00269946)  
[2][0][0][0]    (1.55701,-0.00269946)  
[0][2][0][0]    (1.55701,0.00269946)  
[1][2][1][1]    (-1.54875,0.00122854)  
[2][1][1][1]    (-1.54875,-0.00122854)  
[1][1][2][1]    (-1.54875,0.00122854)  
[1][1][1][2]    (-1.54875,-0.00122854)  
[1][2][3][2]    (-1.53969,-0.00470857)  
[2][1][2][3]    (-1.53969,0.00470857)  
[2][3][2][1]    (-1.53969,-0.00470857)  
[3][2][1][2]    (-1.53969,0.00470857)  
[0][1][2][1]    (-1.50102,-0.00117517)  
[1][0][1][2]    (-1.50102,0.00117517)  
